id,name,lexicon_volume,lexicon_number,lexicon_addendum,gospels_acts_unattested,josephus,rare
9959,Nothus,1,2,0,0,0,1
9974,Nunas,1,3,0,0,0,0
10118,Pandeion,1,1,0,0,0,1
10127,Pantheras,1,2,0,0,0,1
10154,Pappus,1,2,0,0,0,0
10155,Pappus,1,3,0,0,0,0
10156,Pappus,1,4,0,0,0,0
10157,Pappus,1,5,0,0,0,0
10158,Pappus,1,6,0,0,0,0
10159,Pappus,1,7,0,0,0,0
10160,Pappus,1,8,0,0,0,0
10183,Pardus,1,1,0,0,0,1
10377,Petrus,1,5,0,0,0,1
10388,Phaidrus,1,1,0,0,0,1
10423,Philip,1,1,0,0,1,0
10424,Philip,1,2,0,0,1,0
10425,Philip,1,3,0,0,1,0
10427,Philip,1,5,0,0,0,0
10429,Philip,1,7,0,0,0,0
10464,Philo,1,4,0,0,0,0
10465,Philo,1,5,0,0,0,0
10466,Philo,1,6,0,0,0,0
10613,Pistus,1,1,0,0,1,1
10784,Protas,1,1,0,0,0,1
10785,Protas,1,2,0,0,0,1
10880,Ptolemy,1,5,0,0,1,0
10881,Ptolemy,1,6,0,1,0,0
10883,Ptolemy,1,8,0,0,0,0
10884,Ptolemy,1,9,0,0,0,0
10885,Ptolemy,1,10,0,0,0,0
11642,Sapphias,1,2,0,0,1,1
11643,Sapphias,1,3,0,0,1,1
12970,Sophas,1,1,0,0,1,1
12997,Sosipatrus,1,2,0,0,1,1
12998,Sosipatrus,1,3,0,0,1,1
13059,Straton,1,2,0,0,0,1
13343,Thaddaius,1,1,0,1,0,0
13345,Thaddaius,1,3,0,0,0,0
13347,Thaddaius,1,5,0,0,0,0
13348,Thaddaius,1,6,0,0,0,0
13349,Thaddaius,1,7,0,0,0,0
13352,Thaddaius,1,10,0,0,0,0
13433,Theodorus,1,9,0,0,0,0
13436,Theodorus,1,12,0,0,0,0
13427,Theodorus,1,3,0,0,1,0
13429,Theodorus,1,5,0,0,0,0
13432,Theodorus,1,8,0,0,0,0
13527,Theodosius,1,5,0,0,0,1
13528,Theodosius,1,6,0,0,0,1
13557,Theodotus,1,5,0,0,1,0
13559,Theodotus,1,7,0,0,0,0
13560,Theodotus,1,8,0,0,0,0
13561,Theodotus,1,9,0,0,0,0
13562,Theodotus,1,10,0,0,0,0
13656,Theophilus,1,2,0,0,1,1
13657,Theophilus,1,3,0,0,1,1
13694,Theumnastus,1,1,0,0,0,1
13695,Theumnastus,1,2,0,0,0,1
13700,Threptus,1,1,0,0,0,1
13724,Timaius,1,1,0,1,0,1
13732,Timesius,1,1,0,0,0,1
13831,Tryphon,1,2,0,0,1,0
13833,Tryphon,1,4,0,0,0,0
13834,Tryphon,1,5,0,0,0,0
13835,Tryphon,1,6,0,0,0,0
13836,Tryphon,1,7,0,0,0,0
14777,Zenon,1,2,0,0,0,0
14778,Zenon,1,3,0,0,0,0
14779,Zenon,1,4,0,0,0,0
14781,Zenon,1,6,0,0,0,0
14846,Zoilus,1,1,0,0,0,0
14847,Zoilus,1,2,0,0,0,0
14848,Zoilus,1,3,0,0,0,0
871,Agrippa,1,1,0,0,1,0
872,Agrippa,1,2,0,0,1,0
873,Agrippa,1,3,0,0,1,0
875,Agrippa,1,5,0,0,1,0
878,Agrippa,1,8,0,0,0,0
879,Agrippa,1,9,0,0,0,0
1472,Anemo,1,1,0,0,0,1
1494,Annianus,1,1,0,0,0,1
1495,Annianus,1,2,0,0,0,1
1700,Appius,1,1,0,0,0,1
1764,Aquila,1,1,0,0,0,1
2155,Aurelius,1,1,0,0,0,1
2806,Capellus,1,2,0,0,1,1
2841,Castus,1,1,0,0,0,1
2930,Claudius,1,1,0,0,0,1
3010,Cornelius,1,1,0,0,1,1
3051,Crispus,1,1,0,0,1,1
3068,Cunerius,1,1,0,0,0,1
3069,Cunerius,1,2,0,0,0,1
3454,Doles,1,1,0,0,1,1
3699,Drusus,1,1,0,0,1,1
3700,Drusus,1,2,0,0,0,1
4627,Furinius,1,1,0,0,0,1
4631,Gabinus,1,1,0,0,0,1
4632,Gabinus,1,2,0,0,0,1
4668,Gaius,1,1,0,0,0,0
4670,Gaius,1,3,0,0,0,0
4671,Gaius,1,4,0,0,0,0
4672,Gaius,1,5,0,0,0,0
4972,Hadrius,1,1,0,0,0,1
7706,Julius,1,2,0,0,1,0
7708,Julius,1,4,0,0,0,0
7788,Justus,1,2,0,0,1,0
7789,Justus,1,3,0,0,1,0
7790,Justus,1,4,0,0,0,0
7791,Justus,1,5,0,0,0,0
8042,Lepius,1,1,0,0,0,1
8166,Lollianus,1,1,0,0,0,1
8167,Lollianus,1,2,0,0,0,1
8213,Lucius,1,3,0,0,0,1
8346,Major,1,1,0,0,0,1
8589,Marcus,1,2,0,0,0,0
8590,Marcus,1,3,0,0,0,0
8591,Marcus,1,4,0,0,0,0
8592,Marcus,1,5,0,0,0,0
8867,Marinus,1,1,0,0,0,1
9828,Nero,1,1,0,0,0,1
9914,Niger,1,1,0,0,1,1
9916,Niger,1,3,0,0,0,1
9970,Numicius,1,1,0,0,1,1
10253,Patricius,1,1,0,0,0,1
10268,Paulus,1,2,0,0,0,1
10269,Paulus,1,3,0,0,0,1
10285,Paxeus,1,1,0,0,0,1
10921,Purina,1,1,0,0,0,1
11181,Rufus,1,2,0,1,0,0
11183,Rufus,1,4,0,0,0,0
11847,Seneca,1,1,0,0,0,1
12374,Silonius,1,1,0,0,0,1
12916,Sisenna,1,1,0,0,1,1
13323,Tertianus,1,1,0,0,0,1
13858,Tula,1,1,0,0,0,1
14036,Vetenus,1,1,0,0,0,1
14070,Volosius,1,1,0,0,0,1
1203,Amasis,1,1,0,0,0,1
1336,Ašna,1,1,0,0,0,1
1337,Ašna,1,2,0,0,0,1
2367,Bagadates,1,1,0,0,1,1
2368,Bagadates,1,2,0,0,1,1
2734,Butes,1,3,0,0,0,0
3232,Darius,1,1,0,0,1,1
4903,Gufti,1,1,0,0,1,1
5447,Hazaretes,1,1,0,0,0,1
5972,Hyrcanus,1,4,0,0,1,0
5974,Hyrcanus,1,6,0,0,0,0
5975,Hyrcanus,1,7,0,0,0,0
5976,Hyrcanus,1,8,0,0,0,0
5977,Hyrcanus,1,9,0,0,0,0
5978,Hyrcanus,1,10,0,0,0,0
5979,Hyrcanus,1,11,0,0,0,0
7903,Karsas,1,1,0,0,0,1
7905,Kasakos,1,1,0,0,0,1
8514,Manvaz,1,3,0,0,0,1
10287,Pazatas,1,1,0,0,0,1
10288,Pazatas,1,2,0,0,0,1
13718,Tibethis,1,2,0,0,0,1
13720,Tigranes,1,1,0,0,1,1
13968,Uštana,1,1,0,0,0,1
1487,Annab,1,1,0,0,0,1
2019,Askalas,1,1,0,0,0,1
2075,Athrongaios,1,1,0,0,1,1
2385,Bakerus,1,1,0,0,0,1
2691,Borkius,1,1,0,0,1,1
2692,Borkius,1,2,0,0,0,1
2857,Cenedaius,1,1,0,0,1,1
3026,Costobarus,1,2,0,0,1,1
3124,Cyrthas,1,1,0,0,0,1
4824,Geskhada,1,1,0,0,0,1
4884,Gorthaios,1,1,0,0,0,1
5361,Hanibaal,1,1,0,0,1,1
5990,Iazidaius,1,1,0,0,0,1
6089,Irakus,1,1,0,0,0,1
7999,Lemko,1,1,0,0,0,1
8325,Magassarus,1,1,0,0,1,1
9776,Neela,1,1,0,0,0,1
10056,Ophaius,1,1,0,0,0,1
10395,Phasael,1,2,0,0,1,0
10396,Phasael,1,3,0,0,1,0
10397,Phasael,1,4,0,0,0,0
10398,Phasael,1,5,0,0,0,0
11746,Saugal,1,1,0,0,0,1
13315,Tephous,1,1,0,0,0,1
155,Abba,1,4,0,0,0,0
156,Abba,1,5,0,0,0,0
157,Abba,1,6,0,0,0,0
159,Abba,1,8,0,0,0,0
161,Abba,1,10,0,0,0,0
162,Abba,1,11,0,0,0,0
163,Abba,1,12,0,0,0,0
164,Abba,1,13,0,0,0,0
165,Abba,1,14,0,0,0,0
166,Abba,1,15,0,0,0,0
167,Abba,1,16,0,0,0,0
170,Abba,1,19,0,0,0,0
171,Abba,1,20,0,0,0,0
152,Abba,1,1,0,1,0,0
153,Abba,1,2,0,0,0,0
554,Abnaya,1,1,0,0,0,1
743,Adi,1,5,0,0,0,1
751,Admon,1,1,0,0,0,1
864,Agra,1,1,0,0,0,1
866,Agra,1,3,0,0,0,1
971,Aiala,1,1,0,0,0,1
972,Aiala,1,2,0,0,0,1
1478,Ani,1,1,0,0,0,1
2695,Botnit,1,1,0,0,0,1
2696,Botnit,1,2,0,0,0,1
2715,Buneim,1,1,0,0,0,1
2716,Buneim,1,2,0,0,0,1
3272,Deiphi,1,1,0,0,0,1
4060,Elem,1,2,0,0,0,1
4804,Gerida,1,1,0,0,0,1
4805,Gerida,1,2,0,0,0,1
4843,Gira,1,3,0,0,0,0
4871,Godea,1,2,0,0,0,1
4926,Guria,1,1,0,0,1,0
4927,Guria,1,2,0,0,1,0
4928,Guria,1,3,0,0,0,0
4929,Guria,1,4,0,0,0,0
4930,Guria,1,5,0,0,0,0
4932,Guria,1,7,0,0,0,0
4973,Hadu,1,1,0,0,0,1
5016,Hagira,1,1,0,0,1,1
5026,Halafta,1,1,0,0,0,0
5027,Halafta,1,2,0,0,0,0
5028,Halafta,1,3,0,0,0,0
5029,Halafta,1,4,0,0,0,0
5030,Halafta,1,5,0,0,0,0
5031,Halafta,1,6,0,0,0,0
5032,Halafta,1,7,0,0,0,0
5033,Halafta,1,8,0,0,0,0
5047,Halfai,1,2,0,1,0,0
5049,Halfai,1,4,0,0,0,0
5050,Halfai,1,5,0,0,0,0
5052,Halifa,1,1,0,0,0,1
5089,Hama,1,1,0,0,0,1
5364,Hanilai,1,1,0,0,0,1
5421,Harqaq,1,1,0,0,0,1
5674,Hidqa,1,1,0,0,0,1
5675,Hidqa,1,2,0,0,0,1
5743,Hisdai,1,1,0,0,0,1
5748,Hiyya,1,2,0,0,0,1
5792,Honi,1,7,0,0,0,0
5793,Honi,1,8,0,0,0,0
5794,Honi,1,9,0,0,0,0
5795,Honi,1,10,0,0,0,0
5796,Honi,1,11,0,0,0,0
5797,Honi,1,12,0,0,0,0
5798,Honi,1,13,0,0,0,0
5799,Honi,1,14,0,0,0,0
5800,Honi,1,15,0,0,0,0
5801,Honi,1,16,0,0,0,0
5802,Honi,1,17,0,0,0,0
5805,Honi,1,20,0,0,0,0
5807,Honi,1,22,0,0,0,0
5808,Honi,1,23,0,0,0,0
5809,Honi,1,24,0,0,0,0
5810,Honi,1,25,0,0,0,0
5811,Honi,1,26,0,0,0,0
5812,Honi,1,27,0,0,0,0
5884,Hospit,1,1,0,0,0,1
7858,Kablin,1,1,0,0,0,1
8246,Luda,1,1,0,0,0,1
14817,Zeriqa,1,1,0,0,0,1
14862,Zomlit,1,1,0,0,0,1
8655,Mari,2,1,1,0,0,1
2452,Baruch,3,4,0,0,0,0
9338,Merinius,3,1,0,0,0,1
1808,Ari,1,1,0,0,1,1
2964,Cleopas,2,1,1,0,0,0
11185,Rufus,2,1,1,0,0,0
742,Adi,1,4,0,0,0,1
1301,Amos,2,2,1,0,0,1
4759,Gaucos,2,1,1,0,0,1
12220,Shatia,2,1,1,0,0,1
2761,Caleb,1,3,0,0,0,1
13703,Tiberius,1,1,0,0,0,1
14031,Verus,1,1,0,0,0,1
2707,Buheiš,1,1,0,0,0,1
10216,Parteh,1,1,0,0,0,1
13717,Tibethis,1,1,0,0,1,1
13746,Tiridates,1,1,0,0,0,1
1954,Arza,1,1,0,0,0,1
2629,Beroqa,1,1,0,0,0,1
2630,Beroqa,1,2,0,0,0,1
2709,Bukhri,1,1,0,0,0,1
3166,Dahabai,1,1,0,0,0,1
3192,Dama,1,1,0,0,0,1
3367,Dinai,1,1,0,0,1,1
3368,Dinai,1,2,0,0,0,1
4059,Elem,1,1,0,0,1,1
4645,Gadia,1,4,0,0,0,1
4841,Gira,1,1,0,0,1,0
7978,Laqish,1,1,0,0,0,1
14632,Zaera,1,1,0,0,0,1
14673,Zaza,2,1,1,0,0,1
437,Abdi,1,2,0,0,0,0
2444,Baruch,1,3,0,0,0,0
4149,Enoch,1,1,0,0,0,1
5403,Harasha,1,1,0,0,0,0
5404,Harasha,1,2,0,0,0,0
5406,Harasha,1,4,0,0,0,0
9010,Mataniah,1,1,0,0,0,1
9570,Nadab,1,1,0,0,0,1
10616,Playah,1,1,0,0,0,1
13291,Teima,1,1,0,0,0,0
14640,Zamari,1,2,0,0,0,1
14671,Zaza,1,1,0,0,0,1
4720,Galaistes,1,2,0,0,0,1
8162,Logas,1,1,0,0,0,1
9911,Nicus,1,1,0,0,0,1
9972,Nunas,1,1,0,0,0,0
10126,Pantheras,1,1,0,0,0,1
11834,Seleucus,1,1,0,0,0,1
11004,Quirinius,1,1,0,0,0,1
11005,Quirinius,1,2,0,0,0,1
2732,Butes,1,1,0,0,0,0
10217,Parteh,1,2,0,0,0,1
154,Abba,1,3,0,0,0,0
10214,Parnakh,2,1,1,0,0,1
4015,Eleazar,2,6,1,0,0,0
9626,Nahum,2,2,1,0,0,0
9698,Nathan,2,1,1,0,0,0
11788,Saul,2,1,1,0,0,0
14516,Yohanan,2,1,1,0,0,0
11030,Ramish,2,1,1,0,0,1
7173,Joseph,2,26,1,0,0,0
2529,Benaiah,1,5,0,0,0,0
2535,Benaiah,1,11,0,0,0,0
4874,Goliath,1,1,0,0,0,1
9485,Mordechai,1,1,0,0,0,1
13276,Tehinah,1,1,0,0,0,0
1026,Alexander,1,14,0,0,1,0
4946,Gyges,1,1,0,0,0,1
5586,Herod,1,5,0,0,1,0
5593,Herod,1,12,0,1,0,0
5594,Herod,1,13,0,0,0,0
9927,Nisus,1,2,0,0,0,1
9958,Nothus,1,1,0,0,0,1
9973,Nunas,1,2,0,0,0,0
10374,Petrus,1,2,0,0,0,1
2805,Capellus,1,1,0,0,1,1
7705,Julius,1,1,0,0,1,0
7707,Julius,1,3,0,0,0,0
8588,Marcus,1,1,0,0,0,0
14000,Valerius,1,1,0,0,0,1
2733,Butes,1,2,0,0,0,0
4640,Gadatas,1,1,0,0,0,1
4867,Gobares,1,1,0,0,0,1
9414,Mahpanah,1,1,0,0,0,1
4166,Ephaius,1,1,0,0,1,1
528,Abin,1,1,0,0,0,1
1809,Ari,1,2,0,0,0,1
4784,Gelustra,1,1,0,0,0,1
4844,Gira,1,4,0,0,0,0
4900,Grogarot,1,1,0,0,0,1
5436,Hasma,1,1,0,0,0,1
5439,Hatla,1,1,0,0,0,1
5440,Hatla,1,2,0,0,0,1
5783,Hofnim,1,1,0,0,0,1
5784,Holiqopri,1,1,0,0,0,1
14633,Zaera,1,2,0,0,0,1
14840,Zohamai,1,2,0,0,0,1
14927,Meir,1,1,0,0,1,0
14928,Meir,1,2,0,0,1,0
14930,Meir,1,4,0,0,0,0
14931,Meir,1,5,0,0,0,0
14934,Mona,1,1,0,0,0,1
14937,Matan,1,1,0,0,0,1
14938,Meysa,1,1,0,0,0,1
14941,Malka,1,2,0,0,1,0
14942,Malka,1,3,0,1,0,0
14944,Malka,1,5,0,0,0,0
14945,Malka,1,6,0,0,0,0
14946,Malka,1,7,0,0,0,0
14947,Malka,1,8,0,0,0,0
14948,Milta,1,1,0,0,0,1
14951,Masabala,1,1,0,0,1,1
14956,Mara,1,1,0,0,0,1
14959,Nagara,1,1,0,0,0,1
14962,Nehorai,1,2,0,0,0,1
14964,Nehonia,1,1,0,0,0,0
14965,Nehonia,1,2,0,0,0,0
14966,Nehonia,1,3,0,0,0,0
14967,Nehonia,1,4,0,0,0,0
14968,Nehonia,1,5,0,0,0,0
14969,Natira,1,1,0,0,1,1
14970,Natira,1,2,0,0,0,1
14972,Napah,1,1,0,0,0,1
14977,Sabba,1,2,0,0,0,0
14978,Sabba,1,3,0,1,0,0
14979,Sabba,1,4,0,0,0,0
14980,Sabba,1,5,0,0,0,0
14982,Sebora,1,1,0,0,0,1
14985,Siqra,1,1,0,0,0,1
14988,Safra,1,2,0,0,0,1
14990,Safra,1,4,0,0,0,1
14991,Saru,1,1,0,0,0,1
14994,Egla,1,1,0,0,0,1
14999,Onah,1,1,0,0,0,1
15000,Atuf,1,1,0,0,0,1
15001,Isa,1,1,0,0,0,1
15002,Akhaia,1,1,0,0,0,1
15003,Akhnai,1,1,0,0,0,1
15012,Arsala,1,1,0,0,0,1
15015,Petori,1,1,0,0,0,1
15016,Petori,1,2,0,0,0,1
15017,Pati,1,1,0,0,0,1
15018,Pati,1,2,0,0,0,1
15022,Pishon,1,1,0,0,0,1
15025,Perahiah,1,1,0,0,0,1
15029,Saida,1,1,0,0,0,1
15033,Sifon,1,3,0,0,0,1
15035,Sarifa,1,1,0,0,1,1
15038,Qabi,1,1,0,0,1,1
15041,Qabish,1,2,0,0,0,1
15043,Qadara,1,1,0,0,0,1
15046,Qorshai,1,2,0,0,0,1
15047,Qatin,1,1,0,0,0,1
15048,Qatin,1,2,0,0,0,1
15052,Qalas,1,1,0,0,0,1
15056,Qani,1,2,0,0,0,1
15057,Qanmuma,1,1,0,0,0,1
15058,Qapara,1,1,0,0,0,1
15059,Qasaba,1,1,0,0,0,1
15060,Qeruya,1,1,0,0,0,1
15061,Qarzala,1,1,0,0,0,1
15062,Qarzala,1,2,0,0,0,1
15064,Qorha,1,2,0,0,0,1
15065,Qarni,1,1,0,0,0,1
15066,Qarni,1,2,0,0,0,1
15069,Qathrus,1,2,0,0,0,1
15070,Rabba,1,1,0,0,0,0
15072,Rabba,1,3,0,0,0,0
15073,Rabba,1,4,0,0,0,0
15075,Rabba,1,6,0,0,0,0
15076,Rabba,1,7,0,0,0,0
15082,Segabion,1,1,0,0,0,1
15083,Shaveh,1,1,0,0,0,1
15084,Shulai,1,1,0,0,0,1
15087,Shazfar,1,1,0,0,0,1
15089,Shatia,1,1,0,0,0,1
15092,Sheila,1,2,0,0,1,0
15095,Sheila,1,5,0,0,0,0
15096,Sheila,1,6,0,0,0,0
15097,Sheila,1,7,0,0,0,0
15100,Shemuqa,1,1,0,0,0,1
15101,Shapir,1,1,0,0,0,1
15105,Totai,1,1,0,0,0,1
15106,Toma,1,1,0,0,0,1
15109,Torata,1,1,0,0,0,1
15112,Justus,NA,NA,NA,0,0,0
15114,Yohanan,NA,NA,NA,1,0,0
15115,Jonathan,NA,NA,NA,1,0,0
15116,Halfai,1,1,0,1,0,0
15120,Bartimaeus,NA,NA,NA,1,0,1
